wait 2816
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
send 31 32
cal 1
send 31 32
send 31 32
send 31 32
send 31 32
finish
